CreateTime,Title,Solution
3/26/2012 ,deviation in sol aggregation in /tmp/dladm logs  date    y  m  d .log file,it was due to traffic all airs towards server1 was 0. it came due to restoration for issue. min raised and ticket 452335678 for reference
3/26/2012 ,deviation in sol aggregation in /tmp/dladm logs  date    y  m  d .log file,non live node under uat
3/26/2012 ,fail  close errors deviation in /var/opt/appl_97/logs/rfdrinterface.log.0,due to moving in network & restored automatically
3/26/2012 ,high active tariff size drx,no such high size of tariff in active directory currently
3/26/2012 ,issue in dord0 interface,no issue
3/26/2012 ,user not found  internal error  costing failed deviation in traffic handler stats,no issue
3/26/2012 ,rjr/jr  link status in down state,axd12b link down with jrrdue to reboot activity on cdjrr16
3/26/2012 ,high disk space on axd,non live node under uat
3/26/2012 ,fail  close errors deviation in /var/opt/appl_97/logs/rfdrinterface.log.0,due to moving in  network & restored automatically
3/26/2012 ,the actdir server is not reachable drx,no deviation has been observed with current time.
3/26/2012 ,mul nine errors present in ticketerrors log file drx,alarms auto cleared from the node
3/26/2012 ,high cpu utilization,no issue
3/26/2012 ,mul nine errors present in ticketerrors log file drx,alarm auto cleared
3/26/2012 ,the actdir server is not reachable drx,checked all the no  issue found.
3/27/2012 ,high active tariff size drx,checked all the no  issue found.
3/27/2012 ,fail  close errors deviation in /var/opt/appl_97/logs/rfdrinterface.log.0,disk space reduced manually
3/27/2012 ,fail  close errors deviation in /var/opt/appl_97/logs/rfdrinterface.log.0,"due to moving in network same has been restored , no deviation with current time so closing ticket"
3/27/2012 ,high utilization of data base at axd,"old alarm is cleared now,hence closing"
3/27/2012 ,high active tariff size drx,"old alarm is cleared now,hence closing"
3/27/2012 ,deviation in ecr logs in var opt ecr logs secr log file drx,"due to moving in network same has been restored , no deviation with current time so closing ticket"
3/27/2012 ,the actdir server is not reachable drx,"old alarm is cleared now,hence closing"
3/28/2012 ,deviation in ecr logs in var opt ecr logs secr log file drx,"due to moving in network same has been restored , no deviation with current time so closing ticket"
3/28/2012 ,mul nine errors present in ticketerrors log file drx,alarm auto cleared
3/28/2012 ,the actdir server is not reachable drx,"old alarm is cleared now,hence closing"
3/28/2012 ,the actdir server is not reachable drx,"due to moving in network same has been restored , no deviation with current time so closing ticket"
3/28/2012 ,pstack generating in axd in logs,pstack are not generating. it was generating at the time of replication.
3/28/2012 ,high disk space on axd,disk space has been reduced. old logs has been deleted.
3/29/2012 ,high active tariff size drx,"old alarm is cleared now,hence closing"
3/29/2012 ,high disk space on axd,no issue
3/30/2012 ,high active tariff size drx,"old alarm is cleared now,hence closing"
3/30/2012 ,high disk space on axd,refer ticket 452335678
3/30/2012 ,the actdir server is not reachable drx,"due to moving in network same has been restored , no deviation with current time so closing ticket"
3/30/2012 ,rjr/jr  link status in down state,tts has been checked issue has been resolved services are running fine
3/30/2012 ,rjr/jr  link status in down state,tts has been checked issue has been resolved services are running fine
3/30/2012 ,high disk space on axd,disk space reduced . now disk space is fine .
3/31/2012 ,rjr/jr  link status in down state,tts has been checked issue has been resolved services are running fine
3/31/2012 ,pstack generating in axd in logs,no pstack of current date
3/31/2012 ,deviation in ecr logs in var opt ecr logs secr log file drx,"due to moving in network same has been restored , no deviation with current time so closing ticket"
3/31/2012 ,high active tariff size drx,no such high size of tariff observed in active directory currently 
04/01/2012,deviation in cluster processes in agdgroupmgr processstat command,"old alarm is cleared now,hence closing"
04/01/2012,pstack generating in axd in logs,"old alarm is cleared now,hence closing"
04/01/2012,deviation in cluster processes in agdgroupmgr processstat command,"old alarm is cleared now,hence closing"
04/01/2012,error  notice in datasync logs,"old alarm is cleared now,hence closing"
04/01/2012,hightariff size in costing directory drx,size is under 100
04/01/2012,rjr dia overload errors observed at eventlogfile,"old alarm is cleared now,hence closing"
04/01/2012,the actdir server is not reachable drx,no issue
04/03/2012,the actdir server is not reachable drx,"actdir is reachable, stats are updating fine"
04/03/2012,mul nine errors present in ticketerrors log file drx,alarm is due to known reasons.
04/03/2012,mul nine errors present in ticketerrors log file drx,this alarm is due to known issue.
04/04/2012,rjr/jr  link status in down state,"old alarm is cleared now,hence closing"
04/04/2012,deviation in event logs,no pstack is gnerating from past 1 week.
04/04/2012,deviation in event logs,no pstack is gnerating from past 1 week.
04/04/2012,deviation in event logs,no pstack is gnerating from past 1 week.
04/04/2012,deviation in event logs,no pstack is gnerating from past 1 week.
04/04/2012,default rate is not defined for time at axd,"as checked, no issue found."
04/04/2012,high disk space on axd,disk space reduced manually
04/05/2012,rjr/jr  link status in down state,disk space reduced manually
04/05/2012,mul nine errors present in ticketerrors log file drx,alarm is due to known cause.
04/06/2012,fail  close errors deviation in /var/opt/appl_97/logs/rfdrinterface.log.0,"due to moving in network same has been restored , no deviation with current time so closing ticket"
04/07/2012,user not found  internal error  costing failed deviation in traffic handler stats,"as checked, no issue found."
04/07/2012,pstack generating in axd in logs,"as checked, no issue found."
04/07/2012,pstack generating in axd in logs,"as checked, no issue found."
04/07/2012,rjr/jr  link status in down state,tts has been checked issue has been resolved services are running fine
04/07/2012,high disk space on axd,"old alarm is cleared now,hence closing"
04/07/2012,pstack generating in axd in logs,"as checked, no issue found."
04/07/2012,high disk space on axd,"old alarm is cleared now,hence closing"
04/07/2012,mul nine errors present in ticketerrors log file drx,this alarm is due to known issue.
04/07/2012,the actdir server is not reachable drx,the alarm is due to known issue.
04/08/2012,high utilization of data base at axd,disk space is reduced now hence clsoing the ticket
04/08/2012,high utilization of data base at axd,disk space is reduced now hence clsoing the ticket
04/08/2012,high utilization of data base at axd,"disk space is reduced now,hence closing"
04/08/2012,high disk space on axd,connectivity issue is restored hence closing
04/08/2012,high disk space on axd,clearing old backlogs .
04/08/2012,high active tariff size drx,actity is done successfully and closing related tickets
04/08/2012,the actdir server is not reachable drx,alarm auto cleared
04/08/2012,high disk space on axd,clearing old backlogs .
04/08/2012,mul nine errors present in ticketerrors log file drx,alarm auto cleared
04/08/2012,high disk space on axd,actity is done successfully and closing related tickets
04/08/2012,the actdir server is not reachable drx,issue fixed and ee closed hence closing
04/09/2012,high active tariff size drx,connectivity issue is restored hence closing
04/09/2012,high active tariff size drx,customer initiated cancellation:   there is no deviation observed as of now .
04/09/2012,rjr/jr  link status in down state,needful has been done.
4/13/2012 ,high active tariff size drx,old alarm is cleared now and traffic is running fine now hence closing and also ntp sync with server
4/13/2012 ,high cpu utilization,old alarm is cleared now and traffic is running fine after the activity hence closing
4/13/2012 ,issue in dord0 interface,old alarm is cleared now and traffic is running fine after the activity hence closing
4/13/2012 ,high disk space on axd,disk space has been reduced.
4/13/2012 ,ip   high rate of arbol execution failure observed in eventlogfile.txt.0,"no issue found,"
4/14/2012 ,rjr/jr  link status in down state,"as checked, all services are running fine."
4/14/2012 ,pstack generating in axd in logs,old alarm is cleared now and traffic is running fine now hence closing and also ntp sync with server
4/14/2012 ,default rate is not defined for time at axd,"no issue found,"
4/14/2012 ,high disk space on axd,"as checked, all services are running fine."
4/14/2012 ,user not found  internal error  costing failed deviation in traffic handler stats,old alarm is cleared now and traffic is running fine after the activity hence closing
4/14/2012 ,high disk space on axd,"disk space is reduced now,hence closing"
4/14/2012 ,pstack generating in axd in logs,old alarm is cleared now and traffic is running fine now hence closing and also ntp sync with server
4/15/2012 ,rjr/jr  link status in down state,tts has been checked issue has been resolved services are running fine
4/15/2012 ,ip   high rate of arbol execution failure observed in eventlogfile.txt.0,"[alpha:neair5 logs]# cat event.log.0 |grep -i ""request timed out"" |tail"
4/15/2012 ,rjr/jr  link status in down state,"disk space is reduced now,hence closing"
4/15/2012 ,high utilization of data base at axd,old alarm is cleared now hence closing and also ntp is sync with server.
4/15/2012 ,rjr/jr  link status in down state,tts has been checked issue has been resolved services are running fine
4/16/2012 ,user not found  internal error  costing failed deviation in traffic handler stats,old alarm is cleared now and traffic is running fine after the activity hence closing
